Group,SubjID,Kind,Item,Explanation,Process,Depends,Just is ,Material,Social,Maker,Visibility,Convention,IDK,SUM,LENGTH
CB,NFB_CB_03,artifactNFC,pen,because they look pretty,0,0,0,0,1,0,0,0,0,1,4
CB,NFB_CB_22,artifactNFC,pen,depends on maunfacturer ,0,1,0,0,0,1,0,0,0,2,3
CB,NFB_CB_02,artifactNFC,pen,"this is a weird thing and i really don't know, but maybe it depends on what color ink inside the pen, and so maybe color of pen matches color of ink, that way when you see pen you know what color it's going to be like the ink is going to be",0,1,0,1,0,0,1,0,0,3,51
CB,NFB_CB_15,artifactNFC,pen,because people want them to be that way and some colors are better on certain paper,0,0,0,0,1,0,1,0,0,2,16
CB,NFB_CB_16,artifactNFC,pen,that's how they're made,1,0,0,0,0,0,0,0,0,1,4
CB,NFB_CB_18,artifactNFC,pen,"to give them decoration, different people like to look at different pens, or draw or write things in certain colors, different colors give them the variety",0,0,0,0,1,0,0,0,0,1,26
CB,NFB_CB_13,artifactNFC,pen,that is the traditional colors of pens,0,0,0,0,0,0,0,1,0,1,7
CB,NFB_CB_11,artifactNFC,pen,so that people can choose whatever color they want,0,0,0,0,1,0,0,0,0,1,9
CB,NFB_CB_10,artifactNFC,pen,"black shows up the most clearly on white paper, but you might want a pen in another color if you're correcting a paper",0,0,0,0,0,0,1,0,0,1,23
CB,NFB_CB_24,artifactNFC,pen,"because they're the most useful colors, for like writing and marking things",0,0,0,0,0,0,1,0,0,1,12
CB,NFB_CB_08,artifactNFC,pen,"differnet things, like when you're a kid and you want to play with crayons, when adult, you need different colors, teacehrs use red, even though demoralizing, blue for test answers, having the variety avilable ",0,1,0,0,0,0,0,0,0,1,34
CB,NFB_CB_04,artifactNFC,pen,because of the ink in the pen,0,0,0,1,0,0,0,0,0,1,7
CB,NFB_CB_26,artifactNFC,soap,because of what it's made out of,0,0,0,1,0,0,0,0,0,1,7
CB,NFB_CB_14,artifactNFC,soap,"color that chemicals turn them, beause soap is a mix of chemicals, if you don't add artifical colroing it's what it's gonna be",0,0,0,1,0,0,0,0,0,1,23
CB,NFB_CB_17,artifactNFC,soap,"that's what people want, preference",0,0,0,0,1,0,0,0,0,1,5
CB,NFB_CB_12,artifactNFC,soap,people don't want to wash themselves with colored liquid that would make their boy not clean,0,0,0,0,1,0,0,0,0,1,16
CB,NFB_CB_23,artifactNFC,soap,"bright colors, they want people to use it, please use it!",0,0,0,0,1,0,1,0,0,2,11
CB,NFB_CB_09,artifactNFC,soap,"want kind of a neutral peaceful color as you're taking a shower or washing up as opposed to something that's attention getting and harsh, it's supposed to be a peaceful and soothing activity and manufacturers recognize that, and bottom line is commerce/business they want you to buy their brand",0,0,0,0,1,0,0,1,0,2,49
CB,NFB_CB_07,artifactNFC,soap,science,0,0,1,0,0,0,0,0,0,1,1
CB,NFB_CB_06,artifactNFC,soap,,0,0,0,0,0,0,0,0,0,0,0
CB,NFB_CB_03,artifactNFC,soap,probably something to do with the stuff that they're made of,0,0,0,1,0,0,0,0,0,1,11
CB,NFB_CB_22,artifactNFC,soap,depends on maufacturer,0,1,0,0,0,1,0,0,0,2,3
CB,NFB_CB_02,artifactNFC,soap,"no idea, probably because of the chemcials they use to make it, probably use paint, to make it a pleasing, clean looking color, if artisanal soap, maybe paint them a different color, chemicals used to make soap can't vary, because otherwise it wouldn't be soap",1,0,0,1,1,0,0,0,0,3,44
CB,NFB_CB_15,artifactNFC,soap,because of ingredients inside them,0,0,0,1,0,0,0,0,0,1,5
CB,NFB_CB_16,artifactNFC,soap,the materials that are used to make it,0,0,0,1,0,0,0,0,0,1,8
CB,NFB_CB_18,artifactNFC,soap,just to give them a different look different visuals,0,0,0,0,1,0,0,0,0,1,9
CB,NFB_CB_13,artifactNFC,soap,because of the colors of the chemicals that make up the soap,0,0,0,1,0,0,0,0,0,1,12
CB,NFB_CB_11,artifactNFC,soap,"that’s how  whoever manufactured want it to be that color, for various reasons",0,0,0,0,0,1,0,0,0,1,13
CB,NFB_CB_10,artifactNFC,soap,"because of the materials that they're made of, you can add coloring to them if you want",0,0,0,1,1,0,0,0,0,2,17
CB,NFB_CB_24,artifactNFC,soap,"because it makes them interesting, you know they're not just utilitarian, a lot of times they're like it's pleasurable to see soap with pretty colors, and because of the ingredients",0,0,0,1,1,0,0,0,0,2,30
CB,NFB_CB_08,artifactNFC,soap,"color associated with cleaniliness, and that's soap's goal, but also has to do with whateer ingredientsa are in soap",0,0,0,1,0,0,0,1,0,2,19
CB,NFB_CB_04,artifactNFC,soap,"that's the way they're manufactured, so manufacturing",1,0,0,0,0,0,0,0,0,1,7
CB,NFB_CB_26,artifactNFC,table,"because of the kind of wood they're made from, and the way they're finished or another word is painted",1,0,0,1,0,0,0,0,0,2,19
CB,NFB_CB_14,artifactNFC,table,"some are solid, some more natural wood colors, some are neutral to match things, usually they match your dining room set, your cabinets, floor",0,0,0,0,1,0,1,0,0,2,24
CB,NFB_CB_17,artifactNFC,table,demand,0,0,0,0,1,0,0,0,0,1,1
CB,NFB_CB_12,artifactNFC,table,"because usually made of wood, and that's a wood color",0,0,0,1,0,0,0,0,0,1,10
CB,NFB_CB_23,artifactNFC,table,"so you can match them with whatever is in your room, like dark or bright",0,0,0,0,1,0,1,0,0,2,15
CB,NFB_CB_09,artifactNFC,table,"depends on the setting, may have to do with purpose of the table, if it's a dark kind of neutral color it might be giving a message of 'welcome it is peaceful here', might be also sending message of cleanliness if you're in a restaurant and it was a spotless white color you know it's nice and clean and it's safe to eat at it, whereas if it were a grungier you might think 'they don't do such a good job at the restaurant with these tables lets go somewhere elss', attractiveness sends message, table where you're going to have a conference might be different from tables at a restauarant",0,1,0,0,0,0,0,1,0,2,110
CB,NFB_CB_07,artifactNFC,table,depends on the designer,0,1,0,0,0,1,0,0,0,2,4
CB,NFB_CB_06,artifactNFC,table,because of the way that they were painted,1,0,0,0,0,0,0,0,0,1,8
CB,NFB_CB_03,artifactNFC,table,because they look pretty,0,0,0,0,1,0,0,0,0,1,4
CB,NFB_CB_22,artifactNFC,table,depends on maunfacturer ,0,1,0,0,0,1,0,0,0,2,3
CB,NFB_CB_02,artifactNFC,table,"depends on the wood used to make them, because could be made  of glass, so clear, made of plastic, paint them any way you want, all those colors depending on what you're going to put on the table, if your'e putting it i.e. kid's bday party, red or blue, maybe at house, more brown table, so you could put... maybe people conventional table colors, black and brown, can put things on top that are other colors, like stand out against table",1,1,0,1,0,0,0,0,0,3,81
CB,NFB_CB_15,artifactNFC,table,"because of the process they go through, maybe different from each other",1,0,0,0,0,0,0,0,0,1,12
CB,NFB_CB_16,artifactNFC,table,"that's how their made, painted",1,0,0,0,0,0,0,0,0,1,5
CB,NFB_CB_18,artifactNFC,table,different colors on different parts to make it more decorative and more visually appealing,0,0,0,0,1,0,0,0,0,1,14
CB,NFB_CB_13,artifactNFC,table,depends on what the designer of the table wanted the color to be,0,1,0,0,0,1,0,0,0,2,13
CB,NFB_CB_11,artifactNFC,table,"that's how the manufactureres wanted, or if people paint them they might paint them that color",1,0,0,0,0,1,0,0,0,2,15
CB,NFB_CB_10,artifactNFC,table,"wood is brown, so if a table is made of wood it's going to be brown before you paint any color",0,0,0,1,0,0,0,0,0,1,21
CB,NFB_CB_24,artifactNFC,table,"aesthetics, it's what people like, they want them to match their house or they want them to match their office",0,0,0,0,1,0,1,0,0,2,20
CB,NFB_CB_08,artifactNFC,table,"for most part, want table to be a netural color, particualrly if it's gonna have things that get messy on it, but room for decorative table, like red, depending on use",0,1,0,0,1,0,0,0,0,2,31
CB,NFB_CB_04,artifactNFC,table,"depends on the finish, it's the finish of the table, because of th finish, it's the finish",0,1,0,1,0,0,0,0,0,2,17
CB,NFB_CB_26,artifactNFC,towel,because of the cloth that is used to make them,0,0,0,1,0,0,0,0,0,1,10
CB,NFB_CB_14,artifactNFC,towel,"another one of thing it's a variety thing, buy them to match with other things, buy them to represent smething you enjoy, you may buy them because you like a certain color, it's one of those things where you have many choices, so people pick what they want to use",0,0,0,0,1,0,1,0,0,2,50
CB,NFB_CB_17,artifactNFC,towel,white looks all sanitary and stuff,0,0,0,0,0,0,0,1,0,1,6
CB,NFB_CB_12,artifactNFC,towel,because people want color in everything,0,0,0,0,1,0,0,0,0,1,6
CB,NFB_CB_23,artifactNFC,towel,white is like a clean color ,0,0,0,0,0,0,0,1,0,1,6
CB,NFB_CB_09,artifactNFC,towel,"probably because of the material that's used, not sure there was an actual purpose in creating them that way, has to do with the materials that are used",0,0,0,1,0,0,0,0,0,1,28
CB,NFB_CB_07,artifactNFC,towel,variety,0,0,0,0,1,0,0,0,0,1,1
CB,NFB_CB_06,artifactNFC,towel,just the way the cloth is,0,0,1,0,0,0,0,0,0,1,6
CB,NFB_CB_03,artifactNFC,towel,to give you something cool to look at while you dry your hands,0,0,0,0,1,0,0,0,0,1,13
CB,NFB_CB_22,artifactNFC,towel,depends on maunfacturer ,0,1,0,0,0,1,0,0,0,2,3
CB,NFB_CB_02,artifactNFC,towel,"that way people can choose what they like, depends on where they're putting them and what they're using them for, and so every towel designer does something that they consider pretty, so people will go buy their towels, the color, that's like a major thing that differentiates towels from one another, so that's how you can make more people buy your towels, it depends on the color and the designer you use ",0,1,0,0,1,1,0,0,0,3,71
CB,NFB_CB_15,artifactNFC,towel,because people like variety of colors and designs,0,0,0,0,1,0,0,0,0,1,8
CB,NFB_CB_16,artifactNFC,towel,"that's how they're made, well they're made that way because that's how consumers like, consumers dictate what colors, for manmade manufactured things, dicatate styles",1,0,0,0,1,0,0,0,0,2,24
CB,NFB_CB_18,artifactNFC,towel,"for decoration, for different variety, for people to look at",0,0,0,0,1,0,0,0,0,1,10
CB,NFB_CB_13,artifactNFC,towel,because of their design,1,0,0,0,0,0,0,0,0,1,4
CB,NFB_CB_11,artifactNFC,towel,"promotion purposes, so that people will want to buy them",0,0,0,0,0,1,0,0,0,1,10
CB,NFB_CB_10,artifactNFC,towel,"white is associated with getting things clean and it can absorb a lot of different things, if all towels were white it could be boring, some people like pink towels or disney princess towels",0,0,0,0,1,0,0,1,0,2,34
CB,NFB_CB_24,artifactNFC,towel,"white towels are more like utilitarian like you find those they're easy to bleach, but then you have a bunch of like kids' towels, or people's houses they want everything to match, or beach towels they have lots of fun characters on them and stuff",0,0,0,0,1,0,1,0,0,2,45
CB,NFB_CB_08,artifactNFC,towel,"dish towels and bath towels, white the most common because it's a clean color, but helpful to have differnet colored sets of towesl for differnet parts of the house, kitchen towels, bath towl, different considerations, like beah towels more colorful, marketing thing",0,0,0,0,1,0,0,1,0,2,42
CB,NFB_CB_04,artifactNFC,towel,how it's made,1,0,0,0,0,0,0,0,0,1,3
S,NFB_S_26,natural,apple,to make them look more appetizing,0,0,0,0,1,0,0,0,0,1,6
S,NFB_S_12,natural,apple,"depending on the different type of apple, or if it's ripe or over ripe",0,1,0,0,0,0,0,0,0,1,14
S,NFB_S_14,natural,apple,they're different types,0,1,0,0,0,0,0,0,0,1,3
S,NFB18_S_07,natural,apple,"they are a plant that grows and they're phenotypically color based on species, varying growth and environment exposures",1,1,1,0,0,0,0,0,0,3,18
S,NFB18_S_09,natural,apple,"different types of apples, different flavors",0,1,0,0,0,0,0,0,0,1,6
S,NFB18_S_17,natural,apple,exposure to direct sunlight; different varieties of apples some aren't likely to be red at all,1,1,0,0,0,0,0,0,0,2,16
S,NFB18_S_03,natural,apple,because of selective breeding of different apple varieties,1,0,0,0,0,0,0,0,0,1,8
S,NFB18_S_23,natural,apple,they're just grown that way,1,0,0,0,0,0,0,0,0,1,5
S,NFB_S_11,natural,apple,"evolution, mineral content",1,0,0,1,0,0,0,0,0,2,3
S,NFB_S_02,natural,apple,a species of apple is usually all like certain color and it usually doesn't change,0,0,1,0,0,0,0,0,0,1,15
S,NFB_S_16,natural,apple,,0,0,0,0,0,0,0,0,0,0,0
S,NFB_S_10,natural,apple,different regions that they're grown in,0,1,0,0,0,0,0,0,0,1,6
S,NFB_S_15,natural,apple,that's just how they come out of the tree,0,0,1,0,0,0,0,0,0,1,9
S,NFB_S_18,natural,apple,"they're fruits of a plant, certain aspect of nature and plants that create the fruits in the environments they're in, most are from Washington",0,0,1,0,0,0,0,0,0,1,24
S,NFB18_S_04,natural,apple,genes,0,0,1,0,0,0,0,0,0,1,1
S,NFB18_S_08,natural,apple,nature,0,0,1,0,0,0,0,0,0,1,1
S,NFB_S_22,natural,apple,"mother nature, different species",0,0,1,0,0,0,0,0,0,1,4
S,NFB_S_13,natural,apple,"evolutionarily brighter colors tend to attract the eye, consumption by animals spreads seeds, varying brighter colors condusive to that end",1,0,0,0,0,0,1,0,0,2,20
S,NFB_S_24,natural,apple,"they just are, that's how they grow from the tree",1,0,1,0,0,0,0,0,0,2,10
S,NFB_S_26,natural,blueberry,because of the vitamins inside them,0,0,0,1,0,0,0,0,0,1,6
S,NFB_S_12,natural,blueberry,based off of the pigmentation of the skin,0,0,1,0,0,0,0,0,0,1,8
S,NFB_S_14,natural,blueberry,because they're called blueberries,0,0,1,0,0,0,0,0,0,1,4
S,NFB18_S_07,natural,blueberry,because blueberries in general that's the color of their fruit,0,0,1,0,0,0,0,0,0,1,10
S,NFB18_S_09,natural,blueberry,"just how they are, scientific reason I don't know",0,0,1,0,0,0,0,0,0,1,9
S,NFB18_S_17,natural,blueberry,nature made them that way,0,0,1,0,0,0,0,0,0,1,5
S,NFB18_S_03,natural,blueberry,that is the way they grow,1,0,0,0,0,0,0,0,0,1,6
S,NFB18_S_23,natural,blueberry,"years and years of planting and growing, started before my time, one of those nature things",1,0,1,0,0,0,0,0,0,2,16
S,NFB_S_11,natural,blueberry,vitamin content I guess,0,0,0,1,0,0,0,0,0,1,4
S,NFB_S_02,natural,blueberry,I think like genetically they just keep being blue,0,0,1,0,0,0,0,0,0,1,9
S,NFB_S_16,natural,blueberry,plant biology,0,0,1,0,0,0,0,0,0,1,2
S,NFB_S_10,natural,blueberry,because that's how they're grown,1,0,0,0,0,0,0,0,0,1,5
S,NFB_S_15,natural,blueberry,it's a part of their name (sarcastically),0,0,0,0,0,0,1,0,0,1,7
S,NFB_S_18,natural,blueberry,"based on nature and what geographical region that they grow, not bright like oranges or like strawberries, specifically that color for a reason",0,1,0,0,0,0,0,0,0,1,23
S,NFB18_S_04,natural,blueberry,"green when not ripe, genes",0,1,1,0,0,0,0,0,0,2,5
S,NFB18_S_08,natural,blueberry,mother nature,0,0,1,0,0,0,0,0,0,1,2
S,NFB_S_22,natural,blueberry,mother nature,0,0,1,0,0,0,0,0,0,1,2
S,NFB_S_13,natural,blueberry,because of their biological composition,0,0,1,0,0,0,0,0,0,1,5
S,NFB_S_24,natural,blueberry,that's just they're called blueberries (sarcastic),0,0,1,0,0,0,0,0,0,1,6
S,NFB_S_26,natural,carrot,because of the materials inside a carrot,0,0,0,1,0,0,0,0,0,1,7
S,NFB_S_12,natural,carrot,"based on what it's made out of, keratin that makes it orange",0,0,0,1,0,0,0,0,0,1,12
S,NFB_S_14,natural,carrot,"that’s the way they grow, exposure to sun, photosynthesis",1,0,0,0,0,0,0,0,0,1,9
S,NFB18_S_07,natural,carrot,"they're bred to be those colors, differences in variety species",1,1,0,0,0,0,0,0,0,2,10
S,NFB18_S_09,natural,carrot,that's how they grow,1,0,0,0,0,0,0,0,0,1,4
S,NFB18_S_17,natural,carrot,"idk whole biochem; orange but other varieties more rare, have to breed them deliberately",1,0,0,0,0,0,0,0,0,1,14
S,NFB18_S_03,natural,carrot,"partly because that is the way that whatever root vegetable we found to breed carrots from had those characteristics, and how we modified",1,0,1,0,0,1,0,0,0,3,23
S,NFB18_S_23,natural,carrot,they're grown that way,1,0,0,0,0,0,0,0,0,1,4
S,NFB_S_11,natural,carrot,content of the mineral and vitamin,0,0,0,1,0,0,0,0,0,1,6
S,NFB_S_02,natural,carrot,they evolved to be that way,1,0,0,0,0,0,0,0,0,1,6
S,NFB_S_16,natural,carrot,biology,0,0,1,0,0,0,0,0,0,1,1
S,NFB_S_10,natural,carrot,that's how they're grown,1,0,0,0,0,0,0,0,0,1,4
S,NFB_S_15,natural,carrot,that's just how they grow out of the ground,1,0,0,0,0,0,0,0,0,1,9
S,NFB_S_18,natural,carrot,"that's just a natural color that appears in nature, carrots are root",0,0,1,0,0,0,0,0,0,1,12
S,NFB18_S_04,natural,carrot,"bottom part color determined by variety of carrot, tops green because leafy part collects sun and contains chlorophyll",0,1,0,1,0,0,0,0,0,2,18
S,NFB18_S_08,natural,carrot,mother nature,0,0,1,0,0,0,0,0,0,1,2
S,NFB_S_22,natural,carrot,"that's how they grow, mother nature, genetics",1,0,1,0,0,0,0,0,0,2,7
S,NFB_S_13,natural,carrot,biological composition,0,0,1,0,0,0,0,0,0,1,2
S,NFB_S_24,natural,carrot,that's just the color they are,0,0,1,0,0,0,0,0,0,1,6
S,NFB_S_26,natural,corn,to differentiate from different vegetables,0,0,0,0,0,0,1,0,0,1,5
S,NFB_S_12,natural,corn,"whatever it is composed of, age of the corn can determine color",0,1,0,1,0,0,0,0,0,2,12
S,NFB_S_14,natural,corn,different species/types of corn,0,1,0,0,0,0,0,0,0,1,4
S,NFB18_S_07,natural,corn,variety and the vitamins that are in it,0,0,0,1,0,0,0,0,0,1,8
S,NFB18_S_09,natural,corn,"the way it grows, the way its planted, the seeds",1,0,0,0,0,0,0,0,0,1,10
S,NFB18_S_17,natural,corn,"purple corn you can breed it to get the purple kernels, diff varieties in diff countries, Americans only get the yellow, outer part green leaves",1,1,0,0,0,0,0,0,0,2,25
S,NFB18_S_03,natural,corn,"based on how we have manipulated these plants through agriculture to get the properties we want, white and yellow sweet corn at least attached to something we were selecting for",1,0,0,0,0,1,0,0,0,2,30
S,NFB18_S_23,natural,corn,years and years of evolution and farmers,1,0,0,0,0,1,0,0,0,2,7
S,NFB_S_11,natural,corn,vitamin and mineral content,0,0,0,1,0,0,0,0,0,1,4
S,NFB_S_02,natural,corn,"it's a plant, the most common is yellow but there are different variations",0,0,1,0,0,0,0,0,0,1,13
S,NFB_S_16,natural,corn,where it's grown,0,1,0,0,0,0,0,0,0,1,3
S,NFB_S_10,natural,corn,because corn stalks are yellow,0,0,1,0,0,0,0,0,0,1,5
S,NFB_S_15,natural,corn,"that's just how they come out of the ground, I think they change color as they mature",1,1,0,0,0,0,0,0,0,2,17
S,NFB_S_18,natural,corn,"it's a plant and depending on where it is on the globe it grows the way that it grows, green on the outside is still like a plant and the rest varies depending on the environment",0,1,1,0,0,0,0,0,0,2,36
S,NFB18_S_04,natural,corn,genes,0,0,1,0,0,0,0,0,0,1,1
S,NFB18_S_08,natural,corn,mother nature,0,0,1,0,0,0,0,0,0,1,2
S,NFB_S_22,natural,corn,genetically modified,1,0,0,0,0,0,0,0,0,1,2
S,NFB_S_13,natural,corn,biological properties,0,0,1,0,0,0,0,0,0,1,2
S,NFB_S_24,natural,corn,"variety, just the way they grow",1,0,0,0,0,0,0,0,0,1,6
S,NFB_S_26,natural,fire,because of their tempeerature,0,1,0,0,0,0,0,0,0,1,4
S,NFB_S_12,natural,fire,because of the chemical composition of how it's burned,0,0,0,1,0,0,0,0,0,1,9
S,NFB_S_14,natural,fire,"exposure to chemicals makes it change colors, and whatever it's burning",1,0,0,1,0,0,0,0,0,2,11
S,NFB18_S_07,natural,fire,because of chemical in whatever is burning and how hot it is,0,1,0,1,0,0,0,0,0,2,12
S,NFB18_S_09,natural,fire,"intensity of the heat, length of the fire, how it was set, where it happens",0,1,0,0,0,0,0,0,0,1,15
S,NFB18_S_17,natural,fire,related to temperature of the fire,0,1,0,0,0,0,0,0,0,1,6
S,NFB18_S_03,natural,fire,"because of the chemical properties, because of the heat",0,0,0,1,0,0,0,0,0,1,9
S,NFB18_S_23,natural,fire,"oxygen with the carbon dioxide, not really sure",0,0,0,1,0,0,0,0,0,1,8
S,NFB_S_11,natural,fire,temperature,0,1,0,0,0,0,0,0,0,1,1
S,NFB_S_02,natural,fire,they have like varying heat levels and also different chemicals in the air,0,1,0,1,0,0,0,0,0,2,13
S,NFB_S_16,natural,fire,depends on the temperature of the fire,0,1,0,0,0,0,0,0,0,1,7
S,NFB_S_10,natural,fire,"it's just like the lack of oxygen, the chemicals that make a fire",0,0,0,1,0,0,0,0,0,1,13
S,NFB_S_15,natural,fire,"based on what they're burning, combustion",1,1,0,1,0,0,0,0,0,3,6
S,NFB_S_18,natural,fire,"depending on the material whatever's burning, if there's an accelerant, reaction to environment, most need oxygen, depends on whatever chemicals involved to create the fire",1,1,0,1,0,0,0,0,0,3,25
S,NFB18_S_04,natural,fire,might have to do with temperature and whether or not fire was started with accelerant and what material is burning,0,1,0,1,0,0,0,0,0,2,20
S,NFB18_S_08,natural,fire,depends on the temperature,0,1,0,0,0,0,0,0,0,1,4
S,NFB_S_22,natural,fire,different heat intensities,0,1,0,0,0,0,0,0,0,1,3
S,NFB_S_13,natural,fire,"just because it's like burning, has to do with heat of fire too that determines temperature",0,1,0,0,0,0,0,0,0,1,16
S,NFB_S_24,natural,fire,"fuel that's burning causes diff colors, amount of oxygen",1,1,0,0,0,0,0,0,0,2,9
S,NFB_S_26,natural,kiwi,because of the way they're formed,1,0,0,0,0,0,0,0,0,1,6
S,NFB_S_12,natural,kiwi,whatever pigmentation in the fruit,0,0,0,1,0,0,0,0,0,1,5
S,NFB_S_14,natural,kiwi,they're the same fruit,0,0,1,0,0,0,0,0,0,1,4
S,NFB18_S_07,natural,kiwi,different parts of the fruit,0,0,1,0,0,0,0,0,0,1,5
S,NFB18_S_09,natural,kiwi,just the way they are,0,0,1,0,0,0,0,0,0,1,5
S,NFB18_S_17,natural,kiwi,"idk, it's distinct and easy to recognize",0,0,0,0,0,0,1,0,0,1,7
S,NFB18_S_03,natural,kiwi,because of how they grow and how we have manipulated the plants to get other flesh color varieties,1,0,0,0,0,1,0,0,0,2,18
S,NFB18_S_23,natural,kiwi,"it's just grown that way, years and years of gardening to the perfect fruit",1,0,1,0,0,0,0,0,0,2,14
S,NFB_S_11,natural,kiwi,evolution,1,0,0,0,0,0,0,0,0,1,1
S,NFB_S_02,natural,kiwi,they evolved to be that way,1,0,0,0,0,0,0,0,0,1,6
S,NFB_S_16,natural,kiwi,something to do with plant life,0,0,1,0,0,0,0,0,0,1,6
S,NFB_S_10,natural,kiwi,it's the plant it's how they're grown,1,0,1,0,0,0,0,0,0,2,7
S,NFB_S_15,natural,kiwi,just how they grow,1,0,0,0,0,0,0,0,0,1,4
S,NFB_S_18,natural,kiwi,based on where they grow,0,1,0,0,0,0,0,0,0,1,5
S,NFB18_S_04,natural,kiwi,"genes, variety of fruit",0,0,1,0,0,0,0,0,0,1,4
S,NFB18_S_08,natural,kiwi,mother nature,0,0,1,0,0,0,0,0,0,1,2
S,NFB_S_22,natural,kiwi,mother nature,0,0,1,0,0,0,0,0,0,1,2
S,NFB_S_13,natural,kiwi,biological makeup,0,0,1,0,0,0,0,0,0,1,2
S,NFB_S_24,natural,kiwi,that's how it grows,1,0,0,0,0,0,0,0,0,1,4
S,NFB_S_26,natural,polar bear,to camoflauge with the snow,0,0,0,0,0,0,1,0,0,1,5
S,NFB_S_12,natural,polar bear,"something to do with where they live probably, pigmentation in the skin, blend in with the snow",0,0,0,1,0,0,1,0,0,2,17
S,NFB_S_14,natural,polar bear,because of the weather and location,0,1,0,0,0,0,0,0,0,1,6
S,NFB18_S_07,natural,polar bear,to blend in with environment,0,0,0,0,0,0,1,0,0,1,5
S,NFB18_S_09,natural,polar bear,"to blend in with the snow, for protection, so they're not preyed upon",0,0,0,0,0,0,1,0,0,1,13
S,NFB18_S_17,natural,polar bear,"environment, live near north and south pole, blend in with snow and glaciers",0,0,0,0,0,0,1,0,0,1,13
S,NFB18_S_03,natural,polar bear,they have evolved that way because helps them blend in with environment sneak up on prey,1,0,0,0,0,0,1,0,0,2,16
S,NFB18_S_23,natural,polar bear,years and years of evolution,1,0,0,0,0,0,0,0,0,1,5
S,NFB_S_11,natural,polar bear,"hunting purposes, the enviroment",0,1,0,0,0,0,0,0,0,1,4
S,NFB_S_02,natural,polar bear,I guess because of evolution and also their environment,1,1,0,0,0,0,0,0,0,2,9
S,NFB_S_16,natural,polar bear,has something to do with hwere they're indigenous to,0,1,0,0,0,0,0,0,0,1,9
S,NFB_S_10,natural,polar bear,cuz they don't get any sun,1,0,0,0,0,0,0,0,0,1,6
S,NFB_S_15,natural,polar bear,so they can blend into their environment,0,0,0,0,0,0,1,0,0,1,7
S,NFB_S_18,natural,polar bear,"where they're located, bodies evolved to blend in with where they live",0,1,0,0,0,0,1,0,0,2,12
S,NFB18_S_04,natural,polar bear,genes,0,0,1,0,0,0,0,0,0,1,1
S,NFB18_S_08,natural,polar bear,camouflage,0,0,0,0,0,0,1,0,0,1,1
S,NFB_S_22,natural,polar bear,"DNA, probably survival evolution",1,0,1,0,0,0,0,0,0,2,4
S,NFB_S_13,natural,polar bear,"white is predominant color of fur, blend in with environment, evolutionally advantage hunting",0,0,0,0,0,0,1,0,0,1,13
S,NFB_S_24,natural,polar bear,"God made them so, but probably also they adapted to their environment",1,0,0,0,0,1,0,0,0,2,12
S,NFB_S_26,natural,spinach,because of chlorophyll,0,0,0,1,0,0,0,0,0,1,3
S,NFB_S_12,natural,spinach,chlorophyll,0,0,0,1,0,0,0,0,0,1,1
S,NFB_S_14,natural,spinach,exposure to sunlight,1,0,0,0,0,0,0,0,0,1,3
S,NFB18_S_07,natural,spinach,chlorophyll,0,0,0,1,0,0,0,0,0,1,1
S,NFB18_S_09,natural,spinach,grows that way,1,0,0,0,0,0,0,0,0,1,3
S,NFB18_S_17,natural,spinach,nutrients in it make nice dark green,0,0,0,1,0,0,0,0,0,1,7
S,NFB18_S_03,natural,spinach,"because of like whatever nutrients are in it that make it that color leafy green, grows that way",1,0,0,1,0,0,0,0,0,2,18
S,NFB18_S_23,natural,spinach,years and years of planting  ,1,0,0,0,0,0,0,0,0,1,5
S,NFB_S_11,natural,spinach,the mineral content,0,0,0,1,0,0,0,0,0,1,3
S,NFB_S_02,natural,spinach,it's a leaf and a lot of leaves are green,0,0,1,0,0,0,0,0,0,1,10
S,NFB_S_16,natural,spinach,something to do with plant biology,0,0,1,0,0,0,0,0,0,1,6
S,NFB_S_10,natural,spinach,because it's a plant,0,0,1,0,0,0,0,0,0,1,4
S,NFB_S_15,natural,spinach,photosynthesis,1,0,0,0,0,0,0,0,0,1,1
S,NFB_S_18,natural,spinach,it is a plant and most plants stems and leaves are green,0,0,1,0,0,0,0,0,0,1,12
S,NFB18_S_04,natural,spinach,chlorophyll,0,0,0,1,0,0,0,0,0,1,1
S,NFB18_S_08,natural,spinach,it's a vegetable,0,0,1,0,0,0,0,0,0,1,3
S,NFB_S_22,natural,spinach,genetics DNA mother nature,0,0,1,0,0,0,0,0,0,1,4
S,NFB_S_13,natural,spinach,chlorophyll,0,0,0,1,0,0,0,0,0,1,1
S,NFB_S_24,natural,spinach,"that's the way it grows out of the ground, god made that way ",1,0,0,0,0,1,0,0,0,2,13
S,NFB_S_26,natural,corn,to denote their values,0,0,0,0,0,0,0,1,0,1,4
S,NFB_S_12,natural,corn,based off of the metal they're made out of,0,0,0,1,0,0,0,0,0,1,9
S,NFB_S_14,natural,corn,make them identifiable,0,0,0,0,0,0,1,0,0,1,3
S,NFB18_S_07,natural,corn,standard,0,0,0,0,0,0,0,1,0,1,1
S,NFB18_S_09,natural,corn,"it has to do with what silver's worth, backing of the silver",0,0,0,0,0,0,0,1,0,1,12
S,NFB18_S_17,natural,corn,"originally people put value on certain ores, shinier ores were ascribed value, so we use these materials as currency, happens to be the colors that they are",0,0,0,1,0,0,0,1,0,2,27
S,NFB18_S_03,natural,corn,"partly as a result of the natural properties of the materials that they're made from, quick visual cue designed with that in mind, sorting through change",0,0,0,1,0,0,1,0,0,2,26
